repository_full_name,name,owner,url,visibility,archived,default_branch,clone_url
"dlliubing/awesome-list","awesome-list","dlliubing","https://github.com/dlliubing/awesome-list","public","false","main","https://github.com/dlliubing/awesome-list.git"
"dmg1801/awesome-list","awesome-list","dmg1801","https://github.com/dmg1801/awesome-list","public","false","master","https://github.com/dmg1801/awesome-list.git"
"dongvng/awesome-list","awesome-list","dongvng","https://github.com/dongvng/awesome-list","public","false","master","https://github.com/dongvng/awesome-list.git"
"DosWorld/awesome-list","awesome-list","DosWorld","https://github.com/DosWorld/awesome-list","public","false","master","https://github.com/DosWorld/awesome-list.git"
"downey0115/awesome-list","awesome-list","downey0115","https://github.com/downey0115/awesome-list","public","false","master","https://github.com/downey0115/awesome-list.git"
"dreamewave/awesome-list","awesome-list","dreamewave","https://github.com/dreamewave/awesome-list","public","false","master","https://github.com/dreamewave/awesome-list.git"
"dreamingcavalier/awesome-list","awesome-list","dreamingcavalier","https://github.com/dreamingcavalier/awesome-list","public","false","main","https://github.com/dreamingcavalier/awesome-list.git"
"DukeDeng/awesome-list","awesome-list","DukeDeng","https://github.com/DukeDeng/awesome-list","public","false","master","https://github.com/DukeDeng/awesome-list.git"
"DungenDragonDeb/awesome-list","awesome-list","DungenDragonDeb","https://github.com/DungenDragonDeb/awesome-list","public","false","main","https://github.com/DungenDragonDeb/awesome-list.git"
"duninetwo/awesome-list","awesome-list","duninetwo","https://github.com/duninetwo/awesome-list","public","false","main","https://github.com/duninetwo/awesome-list.git"
"duyquoc/awesome-list","awesome-list","duyquoc","https://github.com/duyquoc/awesome-list","public","false","master","https://github.com/duyquoc/awesome-list.git"
"dwm716/awesome-list","awesome-list","dwm716","https://github.com/dwm716/awesome-list","public","false","master","https://github.com/dwm716/awesome-list.git"
"DXueShengKa/awesome-list","awesome-list","DXueShengKa","https://github.com/DXueShengKa/awesome-list","public","false","master","https://github.com/DXueShengKa/awesome-list.git"
"dymensionxyz/awesome","awesome","dymensionxyz","https://github.com/dymensionxyz/awesome","public","false","main","https://github.com/dymensionxyz/awesome.git"
"EbenezerSolutionInc/awesome-list","awesome-list","EbenezerSolutionInc","https://github.com/EbenezerSolutionInc/awesome-list","public","false","main","https://github.com/EbenezerSolutionInc/awesome-list.git"
"eblab/awesome-list","awesome-list","eblab","https://github.com/eblab/awesome-list","public","false","main","https://github.com/eblab/awesome-list.git"
"ecosyste-ms/awesome","awesome","ecosyste-ms","https://github.com/ecosyste-ms/awesome","public","false","main","https://github.com/ecosyste-ms/awesome.git"
"edgarberlinck/awesome-list","awesome-list","edgarberlinck","https://github.com/edgarberlinck/awesome-list","public","false","main","https://github.com/edgarberlinck/awesome-list.git"
"EdwinGuo/awesome-list","awesome-list","EdwinGuo","https://github.com/EdwinGuo/awesome-list","public","false","master","https://github.com/EdwinGuo/awesome-list.git"
"effector/awesome","awesome","effector","https://github.com/effector/awesome","public","false","main","https://github.com/effector/awesome.git"
"eiroca/awesome-list","awesome-list","eiroca","https://github.com/eiroca/awesome-list","public","false","master","https://github.com/eiroca/awesome-list.git"
"ekadatskii/awesome-list","awesome-list","ekadatskii","https://github.com/ekadatskii/awesome-list","public","false","main","https://github.com/ekadatskii/awesome-list.git"
"Element2023H/awesome-list","awesome-list","Element2023H","https://github.com/Element2023H/awesome-list","public","false","main","https://github.com/Element2023H/awesome-list.git"
"Ellisande/awesome-list","awesome-list","Ellisande","https://github.com/Ellisande/awesome-list","public","false","master","https://github.com/Ellisande/awesome-list.git"
"Endrickk/awesome-list","awesome-list","Endrickk","https://github.com/Endrickk/awesome-list","public","false","main","https://github.com/Endrickk/awesome-list.git"
"enesilhaydin/awesome-list","awesome-list","enesilhaydin","https://github.com/enesilhaydin/awesome-list","public","false","master","https://github.com/enesilhaydin/awesome-list.git"
"engineeringpenguins/Awesome-List","Awesome-List","engineeringpenguins","https://github.com/engineeringpenguins/Awesome-List","public","false","main","https://github.com/engineeringpenguins/Awesome-List.git"
"EnidPinxit/awesome-list","awesome-list","EnidPinxit","https://github.com/EnidPinxit/awesome-list","public","false","main","https://github.com/EnidPinxit/awesome-list.git"
"ensarseker1/awesome-list","awesome-list","ensarseker1","https://github.com/ensarseker1/awesome-list","public","false","main","https://github.com/ensarseker1/awesome-list.git"
"epicDavid-private/awesome-list","awesome-list","epicDavid-private","https://github.com/epicDavid-private/awesome-list","public","false","main","https://github.com/epicDavid-private/awesome-list.git"
"erbanku/awesome","awesome","erbanku","https://github.com/erbanku/awesome","public","false","main","https://github.com/erbanku/awesome.git"
"ericyao2013/awesome-list","awesome-list","ericyao2013","https://github.com/ericyao2013/awesome-list","public","false","master","https://github.com/ericyao2013/awesome-list.git"
"erikgregorywebb/awesome-list","awesome-list","erikgregorywebb","https://github.com/erikgregorywebb/awesome-list","public","false","master","https://github.com/erikgregorywebb/awesome-list.git"
"EvCuQ4HgGJd74Lhz/awesome-list","awesome-list","EvCuQ4HgGJd74Lhz","https://github.com/EvCuQ4HgGJd74Lhz/awesome-list","public","false","main","https://github.com/EvCuQ4HgGJd74Lhz/awesome-list.git"
"EvilAres/awesome-list","awesome-list","EvilAres","https://github.com/EvilAres/awesome-list","public","false","main","https://github.com/EvilAres/awesome-list.git"
"evmos/awesome","awesome","evmos","https://github.com/evmos/awesome","public","true","main","https://github.com/evmos/awesome.git"
"ExtendScript/awesome","awesome","ExtendScript","https://github.com/ExtendScript/awesome","public","false","master","https://github.com/ExtendScript/awesome.git"
"face-sea/awesome-list","awesome-list","face-sea","https://github.com/face-sea/awesome-list","public","false","master","https://github.com/face-sea/awesome-list.git"
"fal-ai/awesome","awesome","fal-ai","https://github.com/fal-ai/awesome","public","false","main","https://github.com/fal-ai/awesome.git"
"fanzhilin1234/awesome-list","awesome-list","fanzhilin1234","https://github.com/fanzhilin1234/awesome-list","public","false","master","https://github.com/fanzhilin1234/awesome-list.git"
"feature-sliced/awesome","awesome","feature-sliced","https://github.com/feature-sliced/awesome","public","false","master","https://github.com/feature-sliced/awesome.git"
"fengjixuchui/awesome-list","awesome-list","fengjixuchui","https://github.com/fengjixuchui/awesome-list","public","false","main","https://github.com/fengjixuchui/awesome-list.git"
"FightingDesign/awesome","awesome","FightingDesign","https://github.com/FightingDesign/awesome","public","false","master","https://github.com/FightingDesign/awesome.git"
"financialey-Nebula/awesome-list","awesome-list","financialey-Nebula","https://github.com/financialey-Nebula/awesome-list","public","false","main","https://github.com/financialey-Nebula/awesome-list.git"
"finary-wealth/awesome","awesome","finary-wealth","https://github.com/finary-wealth/awesome","public","false","main","https://github.com/finary-wealth/awesome.git"
"firasuke/awesome","awesome","firasuke","https://github.com/firasuke/awesome","public","false","main","https://github.com/firasuke/awesome.git"
"FIWARE/awesome","awesome","FIWARE","https://github.com/FIWARE/awesome","public","false","master","https://github.com/FIWARE/awesome.git"
"flexbox/awesome-list","awesome-list","flexbox","https://github.com/flexbox/awesome-list","public","false","master","https://github.com/flexbox/awesome-list.git"
"floriandorau/awesome-list","awesome-list","floriandorau","https://github.com/floriandorau/awesome-list","public","false","master","https://github.com/floriandorau/awesome-list.git"
"floss-uz/awesome","awesome","floss-uz","https://github.com/floss-uz/awesome","public","false","main","https://github.com/floss-uz/awesome.git"
"FM-256/awesome-list","awesome-list","FM-256","https://github.com/FM-256/awesome-list","public","false","main","https://github.com/FM-256/awesome-list.git"
"frank-zkz/awesome-list","awesome-list","frank-zkz","https://github.com/frank-zkz/awesome-list","public","false","master","https://github.com/frank-zkz/awesome-list.git"
"Furqan01510/awesome-list","awesome-list","Furqan01510","https://github.com/Furqan01510/awesome-list","public","false","main","https://github.com/Furqan01510/awesome-list.git"
"fuzz88/awesome-list","awesome-list","fuzz88","https://github.com/fuzz88/awesome-list","public","false","main","https://github.com/fuzz88/awesome-list.git"
"fw9221/awesome-list","awesome-list","fw9221","https://github.com/fw9221/awesome-list","public","false","master","https://github.com/fw9221/awesome-list.git"
"fyxt/awesome-list","awesome-list","fyxt","https://github.com/fyxt/awesome-list","public","false","main","https://github.com/fyxt/awesome-list.git"
"G404-Atelier-Robots/Awesome-List","Awesome-List","G404-Atelier-Robots","https://github.com/G404-Atelier-Robots/Awesome-List","public","false","main","https://github.com/G404-Atelier-Robots/Awesome-List.git"
"garenDeng/awesome-list","awesome-list","garenDeng","https://github.com/garenDeng/awesome-list","public","false","master","https://github.com/garenDeng/awesome-list.git"
"GB28181/Awesome","Awesome","GB28181","https://github.com/GB28181/Awesome","public","false","master","https://github.com/GB28181/Awesome.git"
"gcannava1/awesome-list","awesome-list","gcannava1","https://github.com/gcannava1/awesome-list","public","false","main","https://github.com/gcannava1/awesome-list.git"
"GH-JY/awesome-list","awesome-list","GH-JY","https://github.com/GH-JY/awesome-list","public","false","main","https://github.com/GH-JY/awesome-list.git"
"ghjdegithub/awesome-list","awesome-list","ghjdegithub","https://github.com/ghjdegithub/awesome-list","public","false","master","https://github.com/ghjdegithub/awesome-list.git"
"giddily/awesome-list","awesome-list","giddily","https://github.com/giddily/awesome-list","public","false","master","https://github.com/giddily/awesome-list.git"
"github1437-zgd/awesome-list","awesome-list","github1437-zgd","https://github.com/github1437-zgd/awesome-list","public","false","master","https://github.com/github1437-zgd/awesome-list.git"
"GoagleNet/awesome-list","awesome-list","GoagleNet","https://github.com/GoagleNet/awesome-list","public","false","main","https://github.com/GoagleNet/awesome-list.git"
"gokulur/awesome-list","awesome-list","gokulur","https://github.com/gokulur/awesome-list","public","false","main","https://github.com/gokulur/awesome-list.git"
"Goldwood1024/awesome-list","awesome-list","Goldwood1024","https://github.com/Goldwood1024/awesome-list","public","false","master","https://github.com/Goldwood1024/awesome-list.git"
"Googlei/awesome-list","awesome-list","Googlei","https://github.com/Googlei/awesome-list","public","false","master","https://github.com/Googlei/awesome-list.git"
"goroot/awesome-list","awesome-list","goroot","https://github.com/goroot/awesome-list","public","false","main","https://github.com/goroot/awesome-list.git"
"gpproton/awesome-list","awesome-list","gpproton","https://github.com/gpproton/awesome-list","public","false","main","https://github.com/gpproton/awesome-list.git"
"GrandyLee/awesome-list","awesome-list","GrandyLee","https://github.com/GrandyLee/awesome-list","public","false","master","https://github.com/GrandyLee/awesome-list.git"
"gsec/awesome-list","awesome-list","gsec","https://github.com/gsec/awesome-list","public","false","main","https://github.com/gsec/awesome-list.git"
"guaxinim/awesome-list","awesome-list","guaxinim","https://github.com/guaxinim/awesome-list","public","false","master","https://github.com/guaxinim/awesome-list.git"
"GuillermoCortesVandeVelde/awesome-list","awesome-list","GuillermoCortesVandeVelde","https://github.com/GuillermoCortesVandeVelde/awesome-list","public","false","main","https://github.com/GuillermoCortesVandeVelde/awesome-list.git"
"hackerwins/awesome-list","awesome-list","hackerwins","https://github.com/hackerwins/awesome-list","public","false","master","https://github.com/hackerwins/awesome-list.git"
"hakanbarsk/awesome-list","awesome-list","hakanbarsk","https://github.com/hakanbarsk/awesome-list","public","false","main","https://github.com/hakanbarsk/awesome-list.git"
"halilbaris/awesome-list","awesome-list","halilbaris","https://github.com/halilbaris/awesome-list","public","false","main","https://github.com/halilbaris/awesome-list.git"
"harys722/awesome-list","awesome-list","harys722","https://github.com/harys722/awesome-list","public","false","main","https://github.com/harys722/awesome-list.git"
"Haysken/awesome-list","awesome-list","Haysken","https://github.com/Haysken/awesome-list","public","false","main","https://github.com/Haysken/awesome-list.git"
"haze0x/awesome-list","awesome-list","haze0x","https://github.com/haze0x/awesome-list","public","false","master","https://github.com/haze0x/awesome-list.git"
"hdl/awesome","awesome","hdl","https://github.com/hdl/awesome","public","false","develop","https://github.com/hdl/awesome.git"
"Head-BOB/awesome-list","awesome-list","Head-BOB","https://github.com/Head-BOB/awesome-list","public","false","main","https://github.com/Head-BOB/awesome-list.git"
"henuhaigang/awesome-list","awesome-list","henuhaigang","https://github.com/henuhaigang/awesome-list","public","false","main","https://github.com/henuhaigang/awesome-list.git"
"herculano-silva/awesome-list","awesome-list","herculano-silva","https://github.com/herculano-silva/awesome-list","public","false","main","https://github.com/herculano-silva/awesome-list.git"
"HermiTech-L3C/awesome-list","awesome-list","HermiTech-L3C","https://github.com/HermiTech-L3C/awesome-list","public","false","main","https://github.com/HermiTech-L3C/awesome-list.git"
"heruix/awesome-list","awesome-list","heruix","https://github.com/heruix/awesome-list","public","false","main","https://github.com/heruix/awesome-list.git"
"hhy5277/awesome-list","awesome-list","hhy5277","https://github.com/hhy5277/awesome-list","public","false","master","https://github.com/hhy5277/awesome-list.git"
"hjwdzh/awesome-list","awesome-list","hjwdzh","https://github.com/hjwdzh/awesome-list","public","false","main","https://github.com/hjwdzh/awesome-list.git"
"hlowagie/awesome-list","awesome-list","hlowagie","https://github.com/hlowagie/awesome-list","public","false","main","https://github.com/hlowagie/awesome-list.git"
"holiday25/awesome-list","awesome-list","holiday25","https://github.com/holiday25/awesome-list","public","false","main","https://github.com/holiday25/awesome-list.git"
"hraverkar/awesome-list","awesome-list","hraverkar","https://github.com/hraverkar/awesome-list","public","false","master","https://github.com/hraverkar/awesome-list.git"
"HU-MA/awesome-list","awesome-list","HU-MA","https://github.com/HU-MA/awesome-list","public","false","main","https://github.com/HU-MA/awesome-list.git"
"Hua-Zhang/awesome-list","awesome-list","Hua-Zhang","https://github.com/Hua-Zhang/awesome-list","public","false","master","https://github.com/Hua-Zhang/awesome-list.git"
"huangjiaw/awesome-list","awesome-list","huangjiaw","https://github.com/huangjiaw/awesome-list","public","false","master","https://github.com/huangjiaw/awesome-list.git"
"hubayirp/awesome-list","awesome-list","hubayirp","https://github.com/hubayirp/awesome-list","public","false","main","https://github.com/hubayirp/awesome-list.git"
"hudsonrock-partnerships/awesome-list","awesome-list","hudsonrock-partnerships","https://github.com/hudsonrock-partnerships/awesome-list","public","false","main","https://github.com/hudsonrock-partnerships/awesome-list.git"
"Hunbird/awesome-list","awesome-list","Hunbird","https://github.com/Hunbird/awesome-list","public","false","master","https://github.com/Hunbird/awesome-list.git"
"HyperDbg/awesome","awesome","HyperDbg","https://github.com/HyperDbg/awesome","public","false","master","https://github.com/HyperDbg/awesome.git"
"iamzly/awesome-list","awesome-list","iamzly","https://github.com/iamzly/awesome-list","public","false","master","https://github.com/iamzly/awesome-list.git"
"icopy-site/awesome","awesome","icopy-site","https://github.com/icopy-site/awesome","public","false","master","https://github.com/icopy-site/awesome.git"
"Idnan-Haider/awesome-list","awesome-list","Idnan-Haider","https://github.com/Idnan-Haider/awesome-list","public","false","main","https://github.com/Idnan-Haider/awesome-list.git"
"iggsql/awesome-list","awesome-list","iggsql","https://github.com/iggsql/awesome-list","public","false","main","https://github.com/iggsql/awesome-list.git"
"igorbit/awesome-list","awesome-list","igorbit","https://github.com/igorbit/awesome-list","public","false","master","https://github.com/igorbit/awesome-list.git"
"igordovgaluk/awesome-list","awesome-list","igordovgaluk","https://github.com/igordovgaluk/awesome-list","public","false","main","https://github.com/igordovgaluk/awesome-list.git"
"ihaiucom/awesome-list","awesome-list","ihaiucom","https://github.com/ihaiucom/awesome-list","public","false","master","https://github.com/ihaiucom/awesome-list.git"
"ijunjie/awesome-list","awesome-list","ijunjie","https://github.com/ijunjie/awesome-list","public","false","master","https://github.com/ijunjie/awesome-list.git"
"ilake/awesome-list","awesome-list","ilake","https://github.com/ilake/awesome-list","public","false","main","https://github.com/ilake/awesome-list.git"
"influxdata/awesome","awesome","influxdata","https://github.com/influxdata/awesome","public","false","main","https://github.com/influxdata/awesome.git"
"infovalleysystemsolution/awesome-list","awesome-list","infovalleysystemsolution","https://github.com/infovalleysystemsolution/awesome-list","public","false","main","https://github.com/infovalleysystemsolution/awesome-list.git"
"internetseekho/awesome-list","awesome-list","internetseekho","https://github.com/internetseekho/awesome-list","public","false","main","https://github.com/internetseekho/awesome-list.git"
"iqiancheng/Awesome-list","Awesome-list","iqiancheng","https://github.com/iqiancheng/Awesome-list","public","false","master","https://github.com/iqiancheng/Awesome-list.git"
"irisnet/awesome","awesome","irisnet","https://github.com/irisnet/awesome","public","false","main","https://github.com/irisnet/awesome.git"
"isaccanedo/Awesome-List","Awesome-List","isaccanedo","https://github.com/isaccanedo/Awesome-List","public","false","master","https://github.com/isaccanedo/Awesome-List.git"
"islamyassein/awesome-list","awesome-list","islamyassein","https://github.com/islamyassein/awesome-list","public","false","main","https://github.com/islamyassein/awesome-list.git"
"Issah721/awesome-list","awesome-list","Issah721","https://github.com/Issah721/awesome-list","public","false","main","https://github.com/Issah721/awesome-list.git"
"itenfay/Awesome","Awesome","itenfay","https://github.com/itenfay/Awesome","public","false","master","https://github.com/itenfay/Awesome.git"
"ItIsMeCall911/Awesome","Awesome","ItIsMeCall911","https://github.com/ItIsMeCall911/Awesome","public","false","master","https://github.com/ItIsMeCall911/Awesome.git"
"itjinkui/awesome-list","awesome-list","itjinkui","https://github.com/itjinkui/awesome-list","public","false","master","https://github.com/itjinkui/awesome-list.git"
"itkpi/awesome-list","awesome-list","itkpi","https://github.com/itkpi/awesome-list","public","false","master","https://github.com/itkpi/awesome-list.git"
"itspill/awesome-list","awesome-list","itspill","https://github.com/itspill/awesome-list","public","false","main","https://github.com/itspill/awesome-list.git"
"ityouknow/awesome-list","awesome-list","ityouknow","https://github.com/ityouknow/awesome-list","public","false","master","https://github.com/ityouknow/awesome-list.git"
"IvanSantos1/awesome-list","awesome-list","IvanSantos1","https://github.com/IvanSantos1/awesome-list","public","false","main","https://github.com/IvanSantos1/awesome-list.git"
"ivwitxsc/awesome-list","awesome-list","ivwitxsc","https://github.com/ivwitxsc/awesome-list","public","false","master","https://github.com/ivwitxsc/awesome-list.git"
"IxZZZ/awesome-list","awesome-list","IxZZZ","https://github.com/IxZZZ/awesome-list","public","false","main","https://github.com/IxZZZ/awesome-list.git"
"izaart95-jpg/Awesome-List","Awesome-List","izaart95-jpg","https://github.com/izaart95-jpg/Awesome-List","public","false","main","https://github.com/izaart95-jpg/Awesome-List.git"
"jackmsithindex001/awesome-list","awesome-list","jackmsithindex001","https://github.com/jackmsithindex001/awesome-list","public","false","master","https://github.com/jackmsithindex001/awesome-list.git"
"jacksmithindex001/awesome-list","awesome-list","jacksmithindex001","https://github.com/jacksmithindex001/awesome-list","public","false","master","https://github.com/jacksmithindex001/awesome-list.git"
"jacksu/awesome","awesome","jacksu","https://github.com/jacksu/awesome","public","false","master","https://github.com/jacksu/awesome.git"
"jacobocasado/awesome-list","awesome-list","jacobocasado","https://github.com/jacobocasado/awesome-list","public","false","main","https://github.com/jacobocasado/awesome-list.git"
"jagjag6/awesome-list","awesome-list","jagjag6","https://github.com/jagjag6/awesome-list","public","false","main","https://github.com/jagjag6/awesome-list.git"
"janl/awesome","awesome","janl","https://github.com/janl/awesome","public","false","master","https://github.com/janl/awesome.git"
"januxnet/awesome-list","awesome-list","januxnet","https://github.com/januxnet/awesome-list","public","false","main","https://github.com/januxnet/awesome-list.git"
"jasonxia/awesome-list","awesome-list","jasonxia","https://github.com/jasonxia/awesome-list","public","false","master","https://github.com/jasonxia/awesome-list.git"
"Jasperh8624/awesome-list","awesome-list","Jasperh8624","https://github.com/Jasperh8624/awesome-list","public","false","main","https://github.com/Jasperh8624/awesome-list.git"
"javalangClass/awesome-list","awesome-list","javalangClass","https://github.com/javalangClass/awesome-list","public","false","main","https://github.com/javalangClass/awesome-list.git"
"jcode222/awesome-list","awesome-list","jcode222","https://github.com/jcode222/awesome-list","public","false","master","https://github.com/jcode222/awesome-list.git"
"jcvikl/awesome-list","awesome-list","jcvikl","https://github.com/jcvikl/awesome-list","public","false","main","https://github.com/jcvikl/awesome-list.git"
"JDragonZ/awesome-list","awesome-list","JDragonZ","https://github.com/JDragonZ/awesome-list","public","false","master","https://github.com/JDragonZ/awesome-list.git"
"JDWILSON80/awesome-list","awesome-list","JDWILSON80","https://github.com/JDWILSON80/awesome-list","public","false","main","https://github.com/JDWILSON80/awesome-list.git"
"Jeamyan/awesome-list","awesome-list","Jeamyan","https://github.com/Jeamyan/awesome-list","public","false","master","https://github.com/Jeamyan/awesome-list.git"
"jeffmachyo/awesome-list","awesome-list","jeffmachyo","https://github.com/jeffmachyo/awesome-list","public","false","main","https://github.com/jeffmachyo/awesome-list.git"
"jermainlaforce/awesome-list","awesome-list","jermainlaforce","https://github.com/jermainlaforce/awesome-list","public","false","main","https://github.com/jermainlaforce/awesome-list.git"
"jerminliu/awesome-list","awesome-list","jerminliu","https://github.com/jerminliu/awesome-list","public","false","master","https://github.com/jerminliu/awesome-list.git"
"Jerryy959/awesome-list","awesome-list","Jerryy959","https://github.com/Jerryy959/awesome-list","public","false","main","https://github.com/Jerryy959/awesome-list.git"
"jhealy/awesome","awesome","jhealy","https://github.com/jhealy/awesome","public","false","master","https://github.com/jhealy/awesome.git"
"jiaangyu/awesome-list","awesome-list","jiaangyu","https://github.com/jiaangyu/awesome-list","public","false","master","https://github.com/jiaangyu/awesome-list.git"
"Jieyab89/awesome-list","awesome-list","Jieyab89","https://github.com/Jieyab89/awesome-list","public","false","master","https://github.com/Jieyab89/awesome-list.git"
"JingwenTian/awesome-list","awesome-list","JingwenTian","https://github.com/JingwenTian/awesome-list","public","false","master","https://github.com/JingwenTian/awesome-list.git"
"jinjianfeng/awesome-list","awesome-list","jinjianfeng","https://github.com/jinjianfeng/awesome-list","public","false","master","https://github.com/jinjianfeng/awesome-list.git"
"JKSUSTech12311308/awesome-list","awesome-list","JKSUSTech12311308","https://github.com/JKSUSTech12311308/awesome-list","public","false","main","https://github.com/JKSUSTech12311308/awesome-list.git"
"jmccar/awesome-list","awesome-list","jmccar","https://github.com/jmccar/awesome-list","public","false","main","https://github.com/jmccar/awesome-list.git"
"joao-pinheiro/awesome-list","awesome-list","joao-pinheiro","https://github.com/joao-pinheiro/awesome-list","public","false","main","https://github.com/joao-pinheiro/awesome-list.git"
"joaquinferrero/awesome-list","awesome-list","joaquinferrero","https://github.com/joaquinferrero/awesome-list","public","false","master","https://github.com/joaquinferrero/awesome-list.git"
"JoeKarow/awesome-list","awesome-list","JoeKarow","https://github.com/JoeKarow/awesome-list","public","false","main","https://github.com/JoeKarow/awesome-list.git"
"joel-correa/awesome-list","awesome-list","joel-correa","https://github.com/joel-correa/awesome-list","public","false","main","https://github.com/joel-correa/awesome-list.git"
"johankson/awesome","awesome","johankson","https://github.com/johankson/awesome","public","false","master","https://github.com/johankson/awesome.git"
"johannpa/awesome-list","awesome-list","johannpa","https://github.com/johannpa/awesome-list","public","false","master","https://github.com/johannpa/awesome-list.git"
"johnhany/awesome-list","awesome-list","johnhany","https://github.com/johnhany/awesome-list","public","false","main","https://github.com/johnhany/awesome-list.git"
"Jonathan-viault/Awesome-list","Awesome-list","Jonathan-viault","https://github.com/Jonathan-viault/Awesome-list","public","false","main","https://github.com/Jonathan-viault/Awesome-list.git"
"JonDMoore/awesome-list","awesome-list","JonDMoore","https://github.com/JonDMoore/awesome-list","public","false","main","https://github.com/JonDMoore/awesome-list.git"
"jonisar/awesome-list","awesome-list","jonisar","https://github.com/jonisar/awesome-list","public","false","master","https://github.com/jonisar/awesome-list.git"
"josoye24/awesome-list","awesome-list","josoye24","https://github.com/josoye24/awesome-list","public","false","main","https://github.com/josoye24/awesome-list.git"
"journeyC/awesome-list","awesome-list","journeyC","https://github.com/journeyC/awesome-list","public","false","master","https://github.com/journeyC/awesome-list.git"
"jslove5919/awesome-list","awesome-list","jslove5919","https://github.com/jslove5919/awesome-list","public","false","master","https://github.com/jslove5919/awesome-list.git"
"jtoy/awesome","awesome","jtoy","https://github.com/jtoy/awesome","public","false","master","https://github.com/jtoy/awesome.git"
"judempacko/awesome-list","awesome-list","judempacko","https://github.com/judempacko/awesome-list","public","false","main","https://github.com/judempacko/awesome-list.git"
"jujulike/awesome-list","awesome-list","jujulike","https://github.com/jujulike/awesome-list","public","false","master","https://github.com/jujulike/awesome-list.git"
"julienherrero/awesome-list","awesome-list","julienherrero","https://github.com/julienherrero/awesome-list","public","false","main","https://github.com/julienherrero/awesome-list.git"
"junglelan/awesome-list","awesome-list","junglelan","https://github.com/junglelan/awesome-list","public","false","master","https://github.com/junglelan/awesome-list.git"
"JungleListMattie/awesome-list","awesome-list","JungleListMattie","https://github.com/JungleListMattie/awesome-list","public","false","main","https://github.com/JungleListMattie/awesome-list.git"
"kamleshchandnani/awesome-list","awesome-list","kamleshchandnani","https://github.com/kamleshchandnani/awesome-list","public","false","master","https://github.com/kamleshchandnani/awesome-list.git"
"KarieB8/awesome-list","awesome-list","KarieB8","https://github.com/KarieB8/awesome-list","public","false","main","https://github.com/KarieB8/awesome-list.git"
"kartikshankar-nyc/awesome-list","awesome-list","kartikshankar-nyc","https://github.com/kartikshankar-nyc/awesome-list","public","false","main","https://github.com/kartikshankar-nyc/awesome-list.git"
"KaziRakibAhmed/Awesome-List","Awesome-List","KaziRakibAhmed","https://github.com/KaziRakibAhmed/Awesome-List","public","false","main","https://github.com/KaziRakibAhmed/Awesome-List.git"
"kcoovi/awesome-list","awesome-list","kcoovi","https://github.com/kcoovi/awesome-list","public","false","main","https://github.com/kcoovi/awesome-list.git"
"keepclimbs/awesome-list","awesome-list","keepclimbs","https://github.com/keepclimbs/awesome-list","public","false","master","https://github.com/keepclimbs/awesome-list.git"
"kelavan/awesome-list","awesome-list","kelavan","https://github.com/kelavan/awesome-list","public","false","main","https://github.com/kelavan/awesome-list.git"
"kelthuz4d/awesome-list","awesome-list","kelthuz4d","https://github.com/kelthuz4d/awesome-list","public","false","main","https://github.com/kelthuz4d/awesome-list.git"
"Kensmithadams/awesome-List","awesome-List","Kensmithadams","https://github.com/Kensmithadams/awesome-List","public","false","main","https://github.com/Kensmithadams/awesome-List.git"
"Kevnz/awesome-list","awesome-list","Kevnz","https://github.com/Kevnz/awesome-list","public","false","master","https://github.com/Kevnz/awesome-list.git"
"khauta/awesome-list","awesome-list","khauta","https://github.com/khauta/awesome-list","public","false","main","https://github.com/khauta/awesome-list.git"
"kilimchoi/awesome","awesome","kilimchoi","https://github.com/kilimchoi/awesome","public","false","master","https://github.com/kilimchoi/awesome.git"
"killerguy/awesome-list","awesome-list","killerguy","https://github.com/killerguy/awesome-list","public","false","master","https://github.com/killerguy/awesome-list.git"
"kiosuper/awesome-list","awesome-list","kiosuper","https://github.com/kiosuper/awesome-list","public","false","main","https://github.com/kiosuper/awesome-list.git"
"Koanda/awesome-list","awesome-list","Koanda","https://github.com/Koanda/awesome-list","public","false","master","https://github.com/Koanda/awesome-list.git"
"kohrongying/awesome-list","awesome-list","kohrongying","https://github.com/kohrongying/awesome-list","public","true","master","https://github.com/kohrongying/awesome-list.git"
"kolaarionvull/awesome-list","awesome-list","kolaarionvull","https://github.com/kolaarionvull/awesome-list","public","false","main","https://github.com/kolaarionvull/awesome-list.git"
"KouweiLee/awesome-list","awesome-list","KouweiLee","https://github.com/KouweiLee/awesome-list","public","false","main","https://github.com/KouweiLee/awesome-list.git"
"KratosPersia619/awesome-list","awesome-list","KratosPersia619","https://github.com/KratosPersia619/awesome-list","public","false","main","https://github.com/KratosPersia619/awesome-list.git"
"Krish495/awesome-list","awesome-list","Krish495","https://github.com/Krish495/awesome-list","public","false","main","https://github.com/Krish495/awesome-list.git"
"krlrr/awesome-list","awesome-list","krlrr","https://github.com/krlrr/awesome-list","public","false","main","https://github.com/krlrr/awesome-list.git"
"ktp-forked-repos/awesome-list","awesome-list","ktp-forked-repos","https://github.com/ktp-forked-repos/awesome-list","public","false","master","https://github.com/ktp-forked-repos/awesome-list.git"
"Kulas-Frederic/awesome-list","awesome-list","Kulas-Frederic","https://github.com/Kulas-Frederic/awesome-list","public","false","master","https://github.com/Kulas-Frederic/awesome-list.git"
"kumarankit1234/awesome-list","awesome-list","kumarankit1234","https://github.com/kumarankit1234/awesome-list","public","false","master","https://github.com/kumarankit1234/awesome-list.git"
